,Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
738,MSitAE-DECEMBER-2023,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,11816.0,0.0,3576.0,0.0,0.0,0.0,4334.0,0.0,39.0,0.0,0.0,0.0,1014.0,2.0,3174.0,0.0,0.0,323.0
739,MSitAE-DECEMBER-2023,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8487.0,0.0,1648.0,320.0,0.0,30.0,3995.0,0.0,20.0,94.0,0.0,1.0,641.0,683.0,2337.0,0.0,0.0,711.0
740,MSitAE-DECEMBER-2023,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,3940.0,264.0,2046.0,324.0,0.0,0.0,1669.0,0.0,0.0,135.0,0.0,0.0,428.0,5.0,1314.0,0.0,0.0,786.0
741,MSitAE-DECEMBER-2023,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19078.0,0.0,5883.0,592.0,0.0,0.0,5044.0,0.0,368.0,0.0,0.0,0.0,976.0,25.0,2785.0,0.0,0.0,367.0
742,MSitAE-DECEMBER-2023,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7636.0,0.0,5109.0,0.0,0.0,0.0,4057.0,0.0,78.0,0.0,0.0,0.0,1316.0,406.0,2399.0,0.0,0.0,792.0
743,MSitAE-DECEMBER-2023,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12125.0,0.0,0.0,554.0,0.0,0.0,4076.0,0.0,0.0,0.0,0.0,0.0,349.0,192.0,1383.0,0.0,0.0,279.0
744,MSitAE-DECEMBER-2023,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,11406.0,0.0,469.0,231.0,0.0,0.0,4853.0,0.0,0.0,77.0,0.0,0.0,501.0,905.0,2840.0,0.0,0.0,1820.0
745,MSitAE-DECEMBER-2023,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13242.0,0.0,11746.0,0.0,0.0,0.0,7487.0,0.0,250.0,0.0,0.0,0.0,573.0,1260.0,3795.0,0.0,424.0,1067.0
746,MSitAE-DECEMBER-2023,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,10195.0,0.0,5125.0,3.0,0.0,412.0,6245.0,0.0,22.0,2.0,0.0,0.0,180.0,83.0,2829.0,0.0,0.0,274.0
747,MSitAE-DECEMBER-2023,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,8646.0,0.0,0.0,789.0,0.0,0.0,3834.0,0.0,0.0,265.0,0.0,0.0,805.0,505.0,2618.0,0.0,0.0,714.0
748,MSitAE-DECEMBER-2023,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,15157.0,1676.0,266.0,453.0,0.0,0.0,8492.0,332.0,15.0,245.0,0.0,0.0,597.0,901.0,3824.0,0.0,0.0,4509.0
749,MSitAE-DECEMBER-2023,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11945.0,0.0,3904.0,177.0,0.0,96.0,4963.0,0.0,164.0,34.0,0.0,0.0,1216.0,361.0,3157.0,0.0,196.0,1391.0
750,MSitAE-DECEMBER-2023,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12685.0,0.0,4385.0,0.0,0.0,7128.0,6597.0,0.0,0.0,0.0,0.0,0.0,2022.0,18.0,4548.0,0.0,0.0,795.0
751,MSitAE-DECEMBER-2023,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12312.0,3369.0,6550.0,0.0,0.0,355.0,5796.0,20.0,625.0,0.0,0.0,0.0,831.0,179.0,3696.0,0.0,0.0,1023.0
752,MSitAE-DECEMBER-2023,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8579.0,413.0,7532.0,94.0,0.0,145.0,5061.0,0.0,1635.0,39.0,0.0,43.0,337.0,820.0,1627.0,0.0,0.0,217.0
753,MSitAE-DECEMBER-2023,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6108.0,0.0,1063.0,27.0,0.0,0.0,2761.0,0.0,0.0,14.0,0.0,0.0,262.0,81.0,2838.0,0.0,0.0,585.0
754,MSitAE-DECEMBER-2023,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0.0,0.0,11223.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,MSitAE-DECEMBER-2023,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11839.0,1826.0,0.0,746.0,0.0,0.0,4864.0,5.0,0.0,0.0,0.0,0.0,812.0,0.0,2664.0,1.0,0.0,805.0
756,MSitAE-DECEMBER-2023,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11191.0,0.0,8357.0,373.0,0.0,1.0,4083.0,0.0,13.0,76.0,0.0,0.0,751.0,97.0,2744.0,0.0,0.0,1552.0
757,MSitAE-DECEMBER-2023,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11846.0,0.0,350.0,0.0,0.0,128.0,5075.0,0.0,0.0,0.0,0.0,0.0,1074.0,120.0,4252.0,0.0,0.0,1123.0
758,MSitAE-DECEMBER-2023,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,8101.0,0.0,6358.0,272.0,0.0,1025.0,3848.0,0.0,1165.0,92.0,0.0,0.0,473.0,785.0,2217.0,0.0,0.0,1053.0
759,MSitAE-DECEMBER-2023,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,7486.0,0.0,3537.0,209.0,0.0,588.0,2792.0,0.0,101.0,51.0,0.0,52.0,601.0,305.0,3029.0,0.0,49.0,910.0
760,MSitAE-DECEMBER-2023,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,17905.0,0.0,2122.0,780.0,0.0,173.0,3493.0,0.0,42.0,70.0,0.0,4.0,961.0,34.0,5051.0,0.0,0.0,1021.0
761,MSitAE-DECEMBER-2023,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,3303.0,0.0,0.0,353.0,0.0,0.0,171.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
762,MSitAE-DECEMBER-2023,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,24700.0,740.0,16882.0,0.0,0.0,0.0,12022.0,14.0,2453.0,0.0,0.0,0.0,1348.0,699.0,5433.0,0.0,0.0,1093.0
763,MSitAE-DECEMBER-2023,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17532.0,0.0,7181.0,389.0,0.0,0.0,7689.0,0.0,195.0,80.0,0.0,0.0,401.0,384.0,7146.0,0.0,0.0,527.0
764,MSitAE-DECEMBER-2023,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4902.0,0.0,694.0,166.0,0.0,30.0,1851.0,0.0,0.0,52.0,0.0,0.0,410.0,73.0,1349.0,0.0,0.0,422.0
765,MSitAE-DECEMBER-2023,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12895.0,0.0,4085.0,48.0,0.0,416.0,6599.0,0.0,675.0,24.0,0.0,51.0,520.0,702.0,3084.0,0.0,125.0,1402.0
766,MSitAE-DECEMBER-2023,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10133.0,0.0,5314.0,19.0,0.0,102.0,4989.0,0.0,458.0,8.0,0.0,6.0,985.0,284.0,3385.0,0.0,0.0,336.0
767,MSitAE-DECEMBER-2023,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,12604.0,259.0,0.0,277.0,0.0,0.0,3423.0,1.0,0.0,26.0,0.0,0.0,353.0,692.0,2057.0,0.0,0.0,122.0
768,MSitAE-DECEMBER-2023,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0.0,0.0,3195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,MSitAE-DECEMBER-2023,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8815.0,478.0,2135.0,97.0,0.0,29.0,4465.0,8.0,80.0,33.0,0.0,0.0,294.0,1009.0,1962.0,0.0,0.0,1356.0
770,MSitAE-DECEMBER-2023,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,12463.0,0.0,8423.0,0.0,0.0,1.0,5263.0,0.0,308.0,0.0,0.0,0.0,667.0,93.0,3298.0,0.0,0.0,2044.0
771,MSitAE-DECEMBER-2023,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,7875.0,0.0,3189.0,73.0,0.0,25.0,4251.0,0.0,550.0,30.0,0.0,2.0,531.0,614.0,2175.0,0.0,128.0,724.0
772,MSitAE-DECEMBER-2023,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5877.0,0.0,6060.0,0.0,0.0,0.0,4106.0,0.0,262.0,0.0,0.0,0.0,627.0,39.0,1991.0,0.0,0.0,156.0
773,MSitAE-DECEMBER-2023,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,15600.0,0.0,7740.0,0.0,0.0,669.0,6616.0,0.0,0.0,0.0,0.0,0.0,80.0,12.0,4902.0,0.0,0.0,2217.0
774,MSitAE-DECEMBER-2023,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,23991.0,0.0,7238.0,0.0,0.0,0.0,12562.0,0.0,521.0,0.0,0.0,0.0,1277.0,818.0,6939.0,0.0,418.0,1445.0
775,MSitAE-DECEMBER-2023,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5443.0,0.0,5394.0,0.0,0.0,229.0,2575.0,0.0,223.0,0.0,0.0,1.0,484.0,41.0,2598.0,0.0,0.0,1390.0
776,MSitAE-DECEMBER-2023,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12997.0,0.0,3336.0,0.0,0.0,0.0,6129.0,0.0,3.0,0.0,0.0,0.0,1280.0,305.0,3501.0,0.0,430.0,1143.0
777,MSitAE-DECEMBER-2023,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6882.0,0.0,2985.0,194.0,0.0,83.0,3658.0,0.0,191.0,74.0,0.0,6.0,754.0,767.0,1854.0,0.0,0.0,191.0
778,MSitAE-DECEMBER-2023,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7846.0,0.0,3223.0,150.0,0.0,261.0,4156.0,0.0,83.0,53.0,0.0,12.0,669.0,573.0,2230.0,0.0,0.0,1564.0
779,MSitAE-DECEMBER-2023,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11656.0,1635.0,441.0,1433.0,0.0,117.0,5594.0,0.0,10.0,532.0,0.0,3.0,1145.0,0.0,4085.0,117.0,11.0,4215.0
780,MSitAE-DECEMBER-2023,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9289.0,0.0,4677.0,143.0,0.0,760.0,4055.0,0.0,160.0,25.0,0.0,0.0,2301.0,161.0,3653.0,0.0,0.0,1757.0
781,MSitAE-DECEMBER-2023,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9228.0,0.0,0.0,402.0,0.0,0.0,4610.0,0.0,0.0,0.0,0.0,0.0,1363.0,0.0,1960.0,0.0,0.0,177.0
782,MSitAE-DECEMBER-2023,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,10168.0,0.0,11599.0,0.0,0.0,0.0,2736.0,0.0,8.0,0.0,0.0,0.0,96.0,0.0,5221.0,0.0,60.0,1256.0
783,MSitAE-DECEMBER-2023,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8674.0,0.0,2890.0,796.0,0.0,0.0,3072.0,0.0,0.0,148.0,0.0,0.0,490.0,629.0,2505.0,0.0,0.0,778.0
784,MSitAE-DECEMBER-2023,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9305.0,630.0,2542.0,1310.0,0.0,750.0,4970.0,7.0,54.0,698.0,0.0,10.0,1546.0,12.0,3687.0,0.0,0.0,2282.0
785,MSitAE-DECEMBER-2023,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0.0,0.0,2026.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,MSitAE-DECEMBER-2023,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0.0,0.0,1595.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,MSitAE-DECEMBER-2023,RET,NHS ENGLAND NORTH WEST ,THE WALTON CENTRE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0
788,MSitAE-DECEMBER-2023,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,16241.0,0.0,10132.0,0.0,0.0,0.0,8202.0,0.0,1212.0,0.0,0.0,0.0,1408.0,724.0,4325.0,0.0,0.0,483.0
789,MSitAE-DECEMBER-2023,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,11128.0,0.0,0.0,0.0,0.0,0.0,6412.0,0.0,0.0,0.0,0.0,0.0,1033.0,496.0,3673.0,0.0,0.0,1699.0
790,MSitAE-DECEMBER-2023,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,12088.0,0.0,8136.0,0.0,0.0,0.0,4489.0,0.0,792.0,0.0,0.0,0.0,363.0,1162.0,3882.0,0.0,84.0,2018.0
791,MSitAE-DECEMBER-2023,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,8099.0,0.0,0.0,401.0,0.0,0.0,140.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
792,TOTAL,TOTAL,TOTAL,TOTAL,1355782.0,37696.0,711143.0,28094.0,1586.0,44931.0,619240.0,1567.0,36331.0,8090.0,4.0,763.0,104237.0,44045.0,406833.0,1327.0,4164.0,134787.0
793,MSitAE-NOVEMBER-2023,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0.0,0.0,1795.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,MSitAE-NOVEMBER-2023,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0.0,0.0,9578.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,MSitAE-NOVEMBER-2023,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0.0,0.0,6370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,MSitAE-NOVEMBER-2023,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,MSitAE-NOVEMBER-2023,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,MSitAE-NOVEMBER-2023,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0.0,0.0,2356.0,0.0,0.0,5.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,MSitAE-NOVEMBER-2023,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0.0,0.0,4161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,MSitAE-NOVEMBER-2023,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0.0,0.0,1875.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,MSitAE-NOVEMBER-2023,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0.0,0.0,807.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,MSitAE-NOVEMBER-2023,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0.0,0.0,3218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,MSitAE-NOVEMBER-2023,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
804,MSitAE-NOVEMBER-2023,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,67.0
805,MSitAE-NOVEMBER-2023,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,1494.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0
806,MSitAE-NOVEMBER-2023,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14428.0,0.0,0.0,0.0,0.0,0.0,4804.0,0.0,0.0,0.0,0.0,0.0,1374.0,1.0,2993.0,0.0,0.0,819.0
807,MSitAE-NOVEMBER-2023,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,MSitAE-NOVEMBER-2023,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0.0,0.0,1747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,MSitAE-NOVEMBER-2023,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0.0,0.0,4509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,MSitAE-NOVEMBER-2023,NQT51,NHS ENGLAND SOUTH EAST ,STATION PLAZA HEALTH CENTRE,0.0,0.0,1674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,MSitAE-NOVEMBER-2023,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0.0,0.0,2614.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0
812,MSitAE-NOVEMBER-2023,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0.0,0.0,11150.0,0.0,0.0,0.0,0.0,0.0,1265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
813,MSitAE-NOVEMBER-2023,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0.0,0.0,757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,MSitAE-NOVEMBER-2023,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4177.0,0.0,0.0,40.0,0.0,7.0,1996.0,0.0,0.0,0.0,0.0,0.0,288.0,253.0,986.0,0.0,0.0,194.0
815,MSitAE-NOVEMBER-2023,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8874.0,0.0,2117.0,791.0,0.0,1149.0,4048.0,0.0,38.0,0.0,0.0,0.0,284.0,2.0,3341.0,0.0,0.0,602.0
816,MSitAE-NOVEMBER-2023,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0.0,0.0,0.0,0.0,0.0,2082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,MSitAE-NOVEMBER-2023,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,MSitAE-NOVEMBER-2023,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,31102.0,0.0,1509.0,607.0,0.0,15.0,11094.0,0.0,53.0,146.0,0.0,0.0,3077.0,14.0,8287.0,0.0,135.0,1281.0
819,MSitAE-NOVEMBER-2023,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6288.0,0.0,432.0,0.0,0.0,0.0,3211.0,0.0,54.0,0.0,0.0,0.0,276.0,616.0,1621.0,0.0,0.0,1271.0
820,MSitAE-NOVEMBER-2023,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,6544.0,0.0,1657.0,0.0,0.0,0.0,2168.0,0.0,40.0,0.0,0.0,0.0,783.0,43.0,904.0,0.0,0.0,20.0
821,MSitAE-NOVEMBER-2023,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10152.0,0.0,0.0,27.0,0.0,0.0,1867.0,0.0,0.0,0.0,0.0,0.0,194.0,23.0,1784.0,0.0,0.0,296.0
822,MSitAE-NOVEMBER-2023,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,16566.0,0.0,5678.0,120.0,0.0,58.0,7373.0,0.0,349.0,12.0,0.0,0.0,2278.0,96.0,3611.0,0.0,134.0,989.0
823,MSitAE-NOVEMBER-2023,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0.0,0.0,4434.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,MSitAE-NOVEMBER-2023,Y03007,NHS ENGLAND MIDLANDS ,ERDINGTON GP HEALTH & WELLBEING WIC,0.0,0.0,0.0,0.0,0.0,2105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,MSitAE-NOVEMBER-2023,DD401,NHS ENGLAND SOUTH WEST ,EXMOUTH MINOR INJURY UNIT,0.0,0.0,853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,MSitAE-NOVEMBER-2023,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0.0,0.0,7876.0,0.0,0.0,39.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,MSitAE-NOVEMBER-2023,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0.0,0.0,3502.0,0.0,0.0,221.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,MSitAE-NOVEMBER-2023,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,5030.0,0.0,532.0,272.0,0.0,32.0,577.0,0.0,0.0,34.0,0.0,0.0,6.0,1.0,1137.0,0.0,0.0,85.0
829,MSitAE-NOVEMBER-2023,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,7726.0,0.0,339.0,16.0,0.0,0.0,2412.0,0.0,0.0,0.0,0.0,0.0,473.0,4.0,2366.0,0.0,0.0,739.0
830,MSitAE-NOVEMBER-2023,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8648.0,124.0,3720.0,0.0,0.0,0.0,5533.0,0.0,390.0,0.0,0.0,0.0,602.0,685.0,2752.0,0.0,0.0,1391.0
831,MSitAE-NOVEMBER-2023,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0.0,0.0,3789.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
